,time,iiwa_joint_1,iiwa_joint_2,iiwa_joint_3,iiwa_joint_4,iiwa_joint_5,iiwa_joint_6,iiwa_joint_7,link_pos_1,link_pos_2,link_pos_3,link_pos_4,link_pos_5,link_pos_6,link_pos_7
113,1639136563279669231,-2.706971092540685,0.8622862647057681,2.6152815671181817,-1.5248433465912687,1.7684365508419062,-0.5440747702919133,-1.3656716063891483,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.17791466155752472, -0.09374203308785099, 0.4004880520055627]","[0.3388850696329368, -0.17855625350148635, 0.4552153371534904]","[0.5374482271945963, -0.14872655117817182, 0.39371036728563324]","[0.6974842481274506, -0.10340938774487062, 0.28362259910797205]","[0.748372498297741, -0.04824297408944683, 0.3515383027338981]"
114,1639136563379643786,1.658145921072109,0.797187691495187,-1.5872918489538517,0.6889403218173005,0.7911153056341047,0.7590168478067838,-0.6346069645770402,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[-0.14463470599670103, -0.06714327398548832, 0.47664765852277713]","[-0.2754946780885858, -0.12789195044940382, 0.6002812543290695]","[-0.13070947161142227, -0.1768619440398434, 0.7442923084642208]","[0.04240382363616438, -0.1917683274173955, 0.8422416665178768]","[0.05678473968752736, -0.2726837958545684, 0.9013294505439897]"
115,1639136563479534105,-1.2213896285974328,0.11351692900806133,1.60392979710103,0.8409226704913881,2.5175570037928967,0.6196378384743255,-1.6555920365943446,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.013106085781855834, 0.14965994965012627, 0.4867314894158725]","[-0.024963972918749827, 0.2850665707620915, 0.6194885512683004]","[-0.16818908518959025, 0.3904800032213962, 0.731178190322927]","[-0.2643639276315469, 0.47817277432403027, 0.8823233774034481]","[-0.31100979833168585, 0.5630471320828958, 0.8528955650204993]"
116,1639136563579605708,0.7227537774408619,-1.7133337171700498,0.951353041637138,-0.7674359114909572,-1.6108915012396832,-1.603141998664943,-0.8721470255966439,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.008143385124559957, -0.022350060896851747, 0.5486484125427752]","[0.015511209761954104, -0.04257154456515008, 0.7374255477005199]","[-0.1242625012283435, -0.11586231990316007, 0.8759599187654442]","[-0.24603702122325766, -0.13076181191842906, 1.0332286741420134]","[-0.32953252798373084, -0.18632174349511404, 1.0195507958706627]"
117,1639136563679566506,-0.8897691661487439,-1.171595170757732,-0.22182381161774867,1.9442754056731952,1.3197182245918673,-1.7936630504289826,-0.057637703691402635,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.15590006531302703, -0.13749634690576917, 0.31016840227271986]","[-0.2969525053587663, -0.26189780362934256, 0.28317790909093393]","[-0.4966934337420722, -0.27977465243339356, 0.3454994928754631]","[-0.6831880754542645, -0.3465477968833708, 0.3688572708713141]","[-0.6986974242761297, -0.2515403873775943, 0.33757561109879886]"
118,1639136563779479793,-0.6457595483521827,-0.9993076548924462,-0.5306218991856021,1.1383638073062028,-0.7051347852915875,1.8608285814446155,-1.684165177995936,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.12181842482797002, 0.15032600056847673, 0.42162331116487817]","[-0.23203509490968674, 0.2863352391786248, 0.49547297364742315]","[-0.20084221097344762, 0.3161678338654265, 0.2899565015922779]","[-0.21807179285393774, 0.3833774698319289, 0.10295250072204597]","[-0.2263069585452979, 0.2825216592653714, 0.10535614815844319]"
119,1639136563879881969,-0.8810996723394444,0.11671921351990068,0.19240552093370453,1.6876199502065,-0.6252373676517697,-0.7723096040912347,-2.512307629943436,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[-0.14106454137423874, 0.10629704170128682, 0.45358580057573483]","[-0.26869436452178264, 0.20247055562222893, 0.5563539058585755]","[-0.3407808581843387, 0.37761016307478845, 0.46563645807259757]","[-0.417226774838168, 0.5050554841043084, 0.33260186868082176]","[-0.4695241137331427, 0.5005840291115805, 0.4191494534810468]"
120,1639136563979646932,1.8433785052602096,0.4995251940783674,1.4291455152421535,-0.06379288976517294,0.22852190333992214,0.2762617413126547,2.440842299815277,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.015561061276146378, -0.018865865619507677, 0.5485711688762056]","[0.029640116717211822, -0.03593498213183371, 0.7372784169070538]","[-0.1323182824201544, 0.09774095411884703, 0.7368082931302343]","[-0.3096067675564011, 0.1812954659679452, 0.6997687657607642]","[-0.3018189407512173, 0.28184865720911656, 0.6911725174588085]"
121,1639136564079528268,0.2697296469866912,0.07006908153922707,0.1786249955428474,0.4918972445549907,-2.7751921048956985,1.8718875642778263,0.8195341914406553,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[-0.027081254322472173, 0.09687789057778345, 0.5243401203794784]","[-0.05158334156751898, 0.18452931538603695, 0.6911240388180355]","[-0.0918201730734007, 0.2792399063895203, 0.8741838687702622]","[-0.14744701223274997, 0.41423462500120345, 1.0100756297864926]","[-0.16368093617752008, 0.39190390940252295, 1.1074578091326457]"
122,1639136564179534565,0.4904206951912316,0.1710211971727995,-1.7605169455529484,0.7247315794689939,-2.2840668713758285,-1.5119303637998152,1.902117050861793,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.014170871911604857, 0.003917779817222548, 0.5494846948838236]","[0.02699213697427532, 0.00746243774799768, 0.7390184664453754]","[-0.04966599206034057, -0.03201455513596599, 0.930499792651749]","[-0.16148730685391796, -0.025143868096609547, 1.0955248732226817]","[-0.15777329923339753, -0.11638397501609396, 1.051856360118664]"
123,1639136564279528031,-0.04966800502329116,0.5331206032390471,0.8137890741715283,0.5132102778065186,2.6498879679442875,1.6013215633787268,-2.2084150170486403,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.03152717524048232, 0.016833262181253743, 0.5469364117445094]","[0.06005176236241944, 0.032063356536560325, 0.7341645937990589]","[0.04208326886625711, 0.1774551694611261, 0.884625066933987]","[0.04842774859580014, 0.35083640168941355, 0.9830282472076044]","[0.10014395128202115, 0.29502784674563537, 1.0497839928390105]"
124,1639136564379565862,0.6111168209223488,-1.7908021283945923,0.011222654584921,-1.1458462967011291,-0.6465991214186513,1.2804309549668362,0.7041876182999798,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.10659528850538304, -0.0052987332098175365, 0.5208573136337741]","[0.20303864477223818, -0.010092825160629676, 0.6844901212071686]","[0.23127480667589181, -0.08653545612405786, 0.8780340266455468]","[0.24798107413845805, -0.10029559447593661, 1.0763167773325553]","[0.17713365891377705, -0.1698213879131805, 1.0565102682281389]"
125,1639136564479535722,2.774426663210324,-0.13142595998004605,0.186506164458514,1.1667323797741678,-0.9274718136433946,0.9771707964151184,-1.7524033939587025,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.1678459659486066, -0.11758995242192874, 0.2941705901828562]","[-0.31970660180741056, -0.2239808617552977, 0.2527058860626216]","[-0.42433144036272713, -0.2946576084230852, 0.42051065547556565]","[-0.5151309120950895, -0.4152542992371624, 0.5508808364903123]","[-0.46343568096857457, -0.3761290826130562, 0.6286131367450519]"
126,1639136564579515987,-2.631867564156255,-0.6491605868736476,1.43083453486584,1.4939379559310453,0.6630157621678534,1.8908757035533617,2.1220844166720947,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.025685811068855913, -0.009878926835392108, 0.5481889668409833]","[0.048925354416498104, -0.018817003496839277, 0.7365504130304495]","[0.24744310941450262, -0.05680755189771021, 0.7935365445253435]","[0.44682167160822933, -0.05665406232690147, 0.7992510329988556]","[0.4686964175579946, -0.045505895325579734, 0.8974483031347604]"
127,1639136564679591034,2.69369449371754,-1.949497438818884,0.2535763622446283,-0.057053130706205664,0.7809332184625649,0.005839203087158129,2.7759475238308613,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.11081087420879207, 0.06194303999110762, 0.5072842190816076]","[0.21106833182669724, 0.11798674283937766, 0.6586366077745146]","[0.13872164942405507, 0.31507248717832925, 0.6538234047149472]","[0.05783310148176371, 0.4891533020836233, 0.7080212154981923]","[0.15152740734940312, 0.49546828049720165, 0.670245719530339]"
128,1639136564779682159,-1.9367287481567528,-1.4198315582062624,-1.7237939335748356,1.940176144079936,-0.4831204602009902,1.0827617309252702,-1.0301206245895842,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.17587376059749543, -0.08450125725939159, 0.26236007563838704]","[0.3349976392329348, -0.1609547757330193, 0.19211442978744034]","[0.5131471522734697, -0.24988225649800608, 0.12537123411767015]","[0.7030943287789366, -0.30973274185228605, 0.11430418661356678]","[0.7429319841706142, -0.36503771398095275, 0.039472299889113854]"
129,1639136564879504400,0.4429408794169909,-0.5962733849562327,-1.6106065871186748,-1.362729157342912,-2.74347520861774,-0.32575393572887945,1.7298262549382453,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.07428759428636683, 0.19386570203196637, 0.37158231959177446]","[0.1415001795939464, 0.36926800387007386, 0.4001567992224663]","[0.29380696334171386, 0.2258284844955749, 0.41826060838030843]","[0.423502689400595, 0.08012166031173412, 0.37663093112574664]","[0.5074741154022802, 0.11887255773946959, 0.41777285091309535]"
130,1639136564979539165,1.3056393538783009,0.2784858168293143,1.3295235544879929,-0.3220327990123475,-2.0352958140760795,-0.17903878344423596,-1.1411407030850371,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.10654755168161387, -0.050543835551756434, 0.5137611576802215]","[-0.20294771748915771, -0.09627397247868155, 0.6709736336766345]","[-0.14307600385318087, -0.29510958192414505, 0.702275044551269]","[-0.05977497195215041, -0.45827791230456605, 0.781151682696472]","[-0.045520293589727215, -0.543367782162868, 0.7282176842429158]"
131,1639136565079541235,-2.1302167879440166,-0.4101108165083571,1.8663210830660364,1.0624961697869315,-2.319424851871969,-0.6375219223307829,1.6395153896347527,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.015128512029929458, 0.05571147488719231, 0.5419092857935316]","[0.028816213389453935, 0.10611709502350375, 0.7245891157971923]","[-0.015114924128793228, 0.19061314274433738, 0.9117534101375163]","[-0.021406440281991984, 0.22430838028545153, 1.1082465087225353]","[-0.08318772530628502, 0.29069650727512164, 1.1532040377421613]"
132,1639136565179639334,1.6442116513705265,-0.1888251426310852,-2.31442988480478,0.07339794481355888,-1.0605050499923083,1.7804286241945708,-1.0427343200667891,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.04443472911197631, 0.07096584187495605, 0.5325860953852173]","[0.0846375792616767, 0.13517303214224913, 0.70683065787662]","[-0.06848462545227199, 0.22131851314106402, 0.8218634641843096]","[-0.22682313524465872, 0.32932664798789496, 0.8770689813328246]","[-0.22547911756301325, 0.3628782083120722, 0.9725570770112103]"
133,1639136565279535239,-0.9585369991249424,-0.3090308299203983,-2.9061632984194365,-0.9470521462251392,-1.2089392781478123,0.8680709012980872,-0.7869522846634385,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.002891290821195089, -0.039311880275600446, 0.5462673423171592]","[0.0055072206108694455, -0.07487977195355443, 0.7328901758422154]","[-0.003664238220880557, -0.10470495849596187, 0.940559004968322]","[-0.07181117049127242, -0.12163197514594404, 1.1272511626222146]","[-0.023985582628822985, -0.20661274149387046, 1.100113135860302]"
134,1639136565379587814,0.5178473359437552,-1.3774829342158723,0.15743144740184922,-0.8846739090698008,-2.4040495227576866,0.6371691367103951,1.3981530766658479,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.0367063435597865, 0.05226685781819538, 0.5400520430195189]","[-0.06991684487500092, 0.09955591965420954, 0.7210515105133813]","[-0.21464376249107184, 0.23645223401202975, 0.7874858271923079]","[-0.3153034709514725, 0.36700519234845774, 0.8997713479074652]","[-0.3491859940005741, 0.4408102670899053, 0.8393538374139299]"
135,1639136565479635702,-2.094463419823846,-1.1277453546075176,2.5380796493239743,0.16700154983144788,-0.0992233647773202,-0.5581845217041987,2.395363852034895,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.3400000000000001]","[-0.17906744128465343, -0.10201597100802082, 0.380343439752429]","[-0.3410808405426511, -0.19431613525256086, 0.41684464714752234]","[-0.4403512531272788, -0.22155351119766653, 0.5998842891295334]","[-0.5824930341388244, -0.22960823858877083, 0.7395815527302239]","[-0.5697550003633962, -0.3005722441693157, 0.8106262035316771]"
136,1639136565579692627,2.4904316100756843,-1.3403755226193868,0.4061531652847834,-0.8430016599239323,-2.0650573165129984,0.4712151845284378,0.6001198694382097,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.09487325684355064, 0.16429937821234109, 0.43002654861170553]","[0.1807109654170842, 0.3129511965944555, 0.5114791402128077]","[0.25094650457513856, 0.4742015746846802, 0.6262192143148279]","[0.34579879579459305, 0.5815880731356897, 0.7649840254192682]","[0.30363290415910293, 0.6690238716419366, 0.7936634382821416]"
137,1639136565679594740,0.5120968700753292,1.8162831885010664,-1.7930910161274531,-0.11272066871595032,-0.15773896661000994,-1.2329309848863583,-2.1657544387629946,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.1626153906181359, -0.12391911376829878, 0.3879613175068251]","[0.30974360117683075, -0.23603640717844648, 0.4313548904892289]","[0.3542076061604693, -0.34780231685889296, 0.6034924334428718]","[0.4258090663724119, -0.48843159723867946, 0.7254806558062665]","[0.44021969764208724, -0.46742728156624813, 0.8234431099891947]"
138,1639136565779580747,0.9882879108846256,0.8718360945580849,1.7615037873968402,1.3418369820187972,-0.34259904537900354,1.616041018750972,0.03625414757777223,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.17757264906346276, 0.0998162311176997, 0.28896399006542295]","[0.33823361726327444, 0.19012615451071047, 0.24278855250552944]","[0.527072373101436, 0.2698446687905449, 0.1971280359237931]","[0.6997737508009311, 0.36877191892669675, 0.21024761370646436]","[0.688719448309728, 0.4142921003137104, 0.12051910383960887]"
139,1639136565879506759,1.2939581376612197,0.5628607244915438,2.456864030986607,-1.9455249649743969,1.3690345786247282,0.8297478081841927,-2.6758614783053742,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.08843594728450915, 0.13424618119894738, 0.47511863698761514]","[0.16844942339830202, 0.2557070118080518, 0.597368832357332]","[0.369938301882745, 0.19653563852709863, 0.5983589995793179]","[0.5587997281100563, 0.1644001114215928, 0.5428327933246392]","[0.5697811913312597, 0.21623913093613006, 0.6290743930390043]"
140,1639136565979580996,-2.759366013937858,-0.4207013380665625,0.7249448727401657,0.9699486208758552,0.6011796100729541,0.0075024778207106735,0.5216842681727054,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.03062709931026235, 0.10779097500850623, 0.5176037344611731]","[0.058337332018661564, 0.20531614287363148, 0.6782928275450707]","[-0.10675814072138247, 0.07649525206427546, 0.6940618786206859]","[-0.2543467902708226, -0.04967581936720851, 0.6484226273340586]","[-0.2622281732699788, -0.11983388660170258, 0.7209568909888368]"
141,1639136566079520013,-0.2849286818960257,-1.935223306285054,-0.7420545573858699,-1.925667994434532,-1.1762925155855564,1.4451939332549095,1.209210180537926,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.07957510695656718, 0.03198894476932987, 0.53168857494748]","[0.15157163229853693, 0.06093132336927555, 0.7051210951380732]","[0.2635313149072077, 0.2297333320869071, 0.7605368990486755]","[0.32596709124735707, 0.39334939899676324, 0.8560148885632877]","[0.4083475010387812, 0.44722180452567317, 0.8324199313663413]"
142,1639136566179532566,-0.21097270698389134,-1.5407357691738417,-1.5857432973097518,1.81127840583366,-1.207912761136221,0.6906206122313572,-0.8965612308923725,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.18829810151040616, 0.0551521683821352, 0.26515306759575674]","[-0.3586630504957637, 0.10505174930020192, 0.19743441446814475]","[-0.3802864212226336, -0.02728158891894738, 0.3590522273297986]","[-0.455014653217674, -0.16248448865524037, 0.4852281253681854]","[-0.3684029933791526, -0.21234605960535682, 0.46917402550544696]"
143,1639136566279780853,2.332555964476648,-1.5895636908023771,2.6038783329394053,-1.4051703106252051,-0.7218683129688865,0.5294559296725563,1.045221942931128,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.3400000000000001]","[-0.20525104199043778, 0.04395647127143232, 0.34631176640912187]","[-0.39095436569587594, 0.08372661194649483, 0.35202241220789054]","[-0.29927388347092687, 0.272650686535679, 0.3535661802024985]","[-0.16585883780007138, 0.4192831447902741, 0.33156986744653905]","[-0.20680347487127726, 0.50875122850812, 0.3078108966993927]"
144,1639136566379539913,2.489712239385204,0.11150925935895416,-1.835276308042366,1.5960942336450137,-2.0338131178000403,-0.9187293562231584,-1.3210109662595564,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.34]","[0.14491559920231112, -0.1519339932210011, 0.3360590849088153]","[0.27602971276563426, -0.2893980823263591, 0.33249349506444936]","[0.22085243384137354, -0.38525084834678014, 0.15397818721453763]","[0.1727411458304224, -0.5256609368546549, 0.0207310446142622]","[0.11310756426423821, -0.49991640358604145, -0.05689978016797567]"
145,1639136566479641430,0.08664408354988806,1.2511323013728672,-0.6133640671604983,-2.0235250885739364,0.12250117697975725,-1.0806779272013751,0.4442556769939357,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.3400000000000001]","[-0.018576614814011325, 0.014177222426745522, 0.5486957492291458]","[-0.035384028217759926, 0.027004233193085148, 0.7375157128174161]","[-0.2012020709226231, -0.10134973763234073, 0.7261299810941626]","[-0.36171109869813134, -0.19889567908076264, 0.6590022572425209]","[-0.42794777505445164, -0.2005333647623627, 0.7355235659798678]"
146,1639136566579484733,0.3524084657604329,0.5469934014320263,-2.0482251618228005,1.3843314179958033,1.7482665980575691,0.019310682739108742,2.7078044309392326,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.19861376521564136, 0.01725190042857538, 0.4059920010188248]","[0.3783119337440106, 0.03286076272202386, 0.46569904955962926]","[0.3491850781363519, -0.07878118890392963, 0.29023480556798614]","[0.30893798047065574, -0.22857174487167173, 0.16482567323559738]","[0.3864010159125016, -0.21917410058523415, 0.1003535674688325]"
147,1639136566679478664,-1.1060131496203334,-1.5155984565275975,-1.7691124748402232,-0.11930054822168867,-1.1847240610436045,1.2278551717708837,-1.9588948971659117,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.10251299988357127, 0.03770021010396199, 0.5193593571938415]","[0.19526285692079845, 0.07180992400843149, 0.681636870845392]","[0.22701440688752783, 0.27877285815178193, 0.6655687979837995]","[0.29304696525832996, 0.46401611488143013, 0.6988723574211965]","[0.269197690518485, 0.5455787769431659, 0.6438793192091965]"
148,1639136566779684965,-2.3362346390720226,1.386872166275627,-1.6674915504998389,-1.2731726091590057,-1.737916209030899,-1.3623932042491247,-2.000726262352607,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.09398472934329123, 0.1874370373217103, 0.3515856674528515]","[-0.17901853208162688, 0.3570229282322442, 0.36206793800547066]","[-0.29436144658849006, 0.5323872033353151, 0.3686545221457464]","[-0.34903973027406887, 0.7241400216182035, 0.3635917191899769]","[-0.42655072725242316, 0.7081449130743052, 0.3004910706189009]"
149,1639136566879576476,-0.20684342971935754,-0.22492373444775413,-0.3036805366854951,1.8888177540245668,-0.6968316255257894,-0.4787330919127155,-2.3859366300603364,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.1430451057214347, -0.14887251179796046, 0.37840667858731974]","[-0.2724668680401621, -0.28356668913962213, 0.41315557826152294]","[-0.4560515682690589, -0.1862146157097168, 0.44347441136513066]","[-0.6507240604449194, -0.15167816559488567, 0.4698248269881389]","[-0.6462410346748519, -0.08374589806317229, 0.39492089179148415]"
150,1639136566979524000,1.6838476263238484,-0.5015739002650124,1.074023294869677,-1.7955734483306718,-2.7231517585575435,-1.2107865518859535,-1.3080350729835506,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.045838355016067873, 0.00961893493153107, 0.5447103351084256]","[-0.0873111524113293, 0.018321780822866597, 0.7299244478255813]","[-0.2423208257062488, 0.11179719516812342, 0.6234615524207272]","[-0.3865517673437401, 0.14809721637264206, 0.49055469054025824]","[-0.4105818489854464, 0.24372956462373874, 0.46769645035703544]"
151,1639136567079578828,-1.236822842904691,1.5200283887393182,1.8677166517924408,0.9971891108504436,2.1589716164191066,-0.9490403530878152,1.1949898482559056,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.011390411197462223, -0.10032475904293936, 0.5241336505251795]","[0.02169602132757119, -0.191094779129479, 0.6907307629051225]","[-0.1693167714499899, -0.10403350101677591, 0.6965999066841633]","[-0.367336430222095, -0.0804752726920564, 0.7008087804028073]","[-0.36944973216430144, -0.01130324096882901, 0.6269423199340539]"
152,1639136567179531542,-2.596331809555522,0.5034764661804152,-2.5087818111014726,-0.4718925390247746,1.5296548166423656,1.1771702943137463,0.3367192960733112,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.0687492125414011, -0.19814131517236488, 0.35065668788615023]","[0.1309508810321198, -0.3774120288994396, 0.3602984531164374]","[0.009765844241253707, -0.5427008765309493, 0.31454057175547456]","[-0.07121237445936968, -0.7249813322525153, 0.3154644537892395]","[-0.08323283102009854, -0.7491000288854722, 0.2178976197891604]"
153,1639136567279527566,-0.08601334602628175,-1.3231367993384897,-2.863365670855168,1.5646877236600318,0.35475369646244514,1.7070654672440946,0.7730301159015505,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.08662731380761232, -0.052548428361855366, 0.5239412166404702]","[-0.16500440725214183, -0.1000922444995854, 0.6903642221723053]","[-0.21379768371045174, -0.06365878340514528, 0.8913413827780391]","[-0.2283690972862271, 0.022257294667021685, 1.070758749370855]","[-0.3281332512507559, 0.00888347860497489, 1.0814238620135015]"
154,1639136567379621755,-0.28542365019313204,-2.054602455137972,1.7413152314025315,0.5474331034946824,-1.4854452744998372,1.9618705384281685,-2.7007217016836886,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.20283999490450785, 0.01749010026927647, 0.3914784698656622]","[-0.38636189505611584, 0.03331447670430979, 0.43805422831558516]","[-0.33333129382785637, 0.08663155151251731, 0.6341283083651047]","[-0.3048662262808593, 0.19145249511141407, 0.8014208656191015]","[-0.3613665919357631, 0.11136250317940638, 0.8266951979187512]"
155,1639136567479639671,0.13115617304871785,0.472931502653974,0.7366448803038521,1.0549711915082174,1.7913651663101322,-1.1860310644292005,-1.6246045502966584,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.17837749466095537, 0.05234232039812128, 0.24231811378857773]","[-0.33976665649681353, 0.0996996579020813, 0.15393926435923047]","[-0.5306852079901336, 0.04346102294165404, 0.08695178318938643]","[-0.6969515307455493, -0.061442486794941784, 0.0532582591478742]","[-0.7055016765092273, 0.02848767081160203, 0.0989195311437577]"
156,1639136567579468903,1.5926479831077738,-1.5934662855792163,1.3272167758594366,0.5240271595660317,-2.2256065374240124,1.6337230198527235,1.667660960466398,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.3400000000000001]","[0.0948330302854051, 0.012509750391152197, 0.5269497325808159]","[0.18063434340068463, 0.023828095984073996, 0.6960947287253456]","[0.12403471014904757, -0.10742427299249595, 0.8499430213834653]","[0.10346456761016685, -0.19241556300097057, 1.029213319700352]","[0.12620306475300797, -0.2863010172140073, 0.9989813459821716]"
157,1639136567679482817,0.4612230405260713,-1.8527058306060311,-0.8876273032810298,-1.5146267674669731,1.8051783654162168,-0.25070956821397483,2.4876427246877912,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.00458730362041429, -0.2098959178872403, 0.33523971641947614]","[0.008737721180811286, -0.39980174835666943, 0.33093279317999397]","[0.11464865416282335, -0.5787294748334955, 0.3014753158149197]","[0.24145473860157607, -0.7148080507215115, 0.22945220748431927]","[0.26420944824214565, -0.7115898249203794, 0.3280288589382325]"
158,1639136567779602236,1.737716213478366,-0.5294871007383251,-1.5184454807517078,-0.6875127253556155,-0.8190702791934991,1.0923209547776085,-1.1335626073408287,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.18063350133911366, -0.0897699645919584, 0.28158004064422015]","[-0.34406381207492603, -0.1709904087457593, 0.22872388694140952]","[-0.3148065345431723, -0.33803885468344824, 0.3525739108462637]","[-0.24369293612119325, -0.4599251273728251, 0.4935387385493768]","[-0.2640785700227249, -0.5589794395422193, 0.49780009644104994]"
159,1639136567879545045,-1.5605330670868196,0.6504395370238161,2.8742994308625365,-0.04748716215208537,1.894324675309992,-2.0385677764511616,0.17544660110963228,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.017622932214023015, -0.10459482227062555, 0.5212439113856138]","[0.03356748993054938, -0.1992282328965508, 0.6852264978773795]","[0.17742421227254082, -0.25201505956625053, 0.8288189571750817]","[0.28452757585061855, -0.3558722305026802, 0.9612087134077423]","[0.37782988697934855, -0.329827941099937, 0.9318511977168019]"
160,1639136567979581574,1.8650423518263997,-0.17879367995745765,-2.674261356373372,-0.1942605907130035,-2.66587907621057,0.41578808600497297,-0.6610319616341274,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.001305080016516899, -0.12715591642323032, 0.5071217211637044]","[0.0024858666990580786, -0.2422017455680795, 0.6583270879308417]","[0.006343722048723188, -0.36153625744582696, 0.8310823808367344]","[0.005894081600307743, -0.41970915069842646, 1.0218707513263656]","[0.08129711716332069, -0.44413594926379274, 0.9589167701994344]"
161,1639136568079563489,0.4383985947859013,-1.9802871252722856,0.6435788272751481,0.4813186325584416,0.9108068569381618,0.6131959255705031,-2.9492534020055,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.010831300928234835, -0.03574181725916714, 0.5466523782084646]","[0.020631049386212474, -0.06807965192245591, 0.7336235775399397]","[0.05906554216969172, -0.13193681951201117, 0.9299525155799446]","[0.11457276771501446, -0.1343910287550431, 1.121518208670467]","[0.07724079057406233, -0.20317152003852243, 1.1857136719178853]"
162,1639136568179572079,-2.3899225192421945,-2.004087347965811,-1.9620352416579112,-0.06264354961888262,-1.157135654809607,1.4264257883246958,0.6445275000253194,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[-0.17442070074932994, -0.08177290151523495, 0.25639012182826504]","[-0.33222990618960896, -0.15575790764723085, 0.18074308919673135]","[-0.4340344619600579, -0.26791707009362087, 0.03529153470622136]","[-0.5630790337948469, -0.39142161055618785, -0.053470038990430346]","[-0.5875429056999347, -0.3691802866508576, -0.14913786264263654]"
163,1639136568279522076,1.0609265057157726,-0.4288202383718369,-0.13035931219571628,0.8194467219772559,2.1415701493594943,-0.7266152628931737,-2.8184020541972212,"[0.0, 0.0, 0.15]","[0.0, 0.0, 0.33999999999999997]","[0.13923809432541887, 0.1301487598067487, 0.2518294073435423]","[0.26521541776335006, 0.2479023996312339, 0.17205601398773537]","[0.3943438014130261, 0.38523703875068094, 0.07950841848167549]","[0.5544214457822331, 0.4669869399599328, -0.006958866808677466]","[0.4912422595092163, 0.4941644808072767, -0.08122367472851502]"
